f1,f2,f3,f4,f5,response
-0.7642162005904924,-1.016209467265926,0.14940999461055016,-0.050118927860391106,-0.5781266083318991,6.242513536252601
0.7638797255889359,-1.1595091684751366,-0.7214922488084623,-0.6540667125172317,-0.431670310981403,-8.118240670772117
0.5193288788598726,-0.6646211817327518,-1.6949036708257965,1.3397789937251567,0.18276428978606551,66.72245547604054
-0.17738846293868105,0.5156234417871327,0.1351438925857375,-0.6476337009342921,-0.4056310855925295,-27.716793090089954
0.10402174513390484,0.7496649088644893,-0.9393377861829947,-0.09072537898772404,-0.6399628839513838,8.19207453393734
-0.6998672415401787,0.01915931409222995,1.1033766501182256,-0.6716143654310932,-0.11906284513751907,-18.597563423857387
-1.0282500313525194,0.962967346566774,0.4710274765102624,-1.9412188256594118,-0.46559100234816,-73.17473382934313
0.33758524107136334,1.3529476171362564,-1.7897951355384816,-0.8857956492353265,-0.8461502801439565,-25.865464033863034
0.295433111709183,-0.9077891968750723,0.27598035222945666,-0.6755257494598673,-0.9425919396896412,-9.001596413145993
0.44226875481855477,-0.7045585071441595,-1.1273423872444226,1.0302057973994805,0.8001131199451604,57.07696311183631
-0.20483969961364998,-1.806101548819166,-1.0474708780601045,-0.026997854985214835,0.855309242878724,8.256146912966367
-0.9137851689385149,0.8125398908390845,-0.14240408268543453,1.1580254837912625,-0.5954571453243486,36.09512928729022
-1.6157460634304686,1.0261035542979924,-0.3580019347088481,-1.0828281674809295,-0.6340442177074883,-43.71789545783455
-1.1368878439873922,-0.25258796641967574,-0.3460811632331149,0.8297514060975859,-0.786013728478914,26.838976827923048
0.36596350475150025,0.217944150001842,0.7061911396057301,-0.33147203267759945,-0.23598362490049096,2.8309714361199383
0.46022688898792957,-0.881942000832338,0.23567554787280195,0.9102782858503736,-1.1009946701258364,51.38041444690459
-0.7702750449326828,1.0109110345599979,-0.6639172519239472,-1.5633641426550653,-1.6640879089668823,-58.764946160472284
-1.7977057370117426,-0.05125061308391948,-1.7734563623564783,-0.6234350879325153,-0.25334911684079875,-39.74321417790464
-0.4185305311730236,-2.090378729994622,0.7810965201140777,-1.4813395259110227,-0.22544443409608825,-48.18916182432873
-1.576976398755389,1.1511578955195036,-1.134434477059199,0.9815696266131955,0.2547372645124049,20.102212564182643
-0.7512070760371,0.7837395716554856,-1.4617885799345125,-0.7975306648867114,1.2111900935999103,-34.3441494351477
0.1351506098816476,-1.0042169597284198,1.225235676112633,1.2492347073001535,0.13020623326553,58.46525633595712
0.7560476363151647,0.8019647267385526,-1.095009205535325,2.404153791307145,-0.6236656390198879,107.74798330806459
0.34550905534700843,-0.394710827718449,-0.5098608647108326,0.5072882687155003,0.6215445158218164,40.07576279365829
-2.554255608953763,1.8928821348291756,-0.6495665457979285,-0.028554507779802146,1.629167363899185,-14.617583184211055
0.26958146841286207,0.2731010681544185,1.4060798871535156,1.323882644652918,1.067488714646124,72.84228869342988
1.802561567040503,-0.45532944073325465,-0.8343949629937926,-0.9804446033359905,1.2352283932027042,-9.014607486074123
1.6325511305109868,1.7744993396485502,0.3947879055163468,0.35720380564091136,-1.1874295304125222,29.114059066795967
-1.4617064663219461,-2.0689139206373266,-0.7371676141598742,-1.040770165078101,1.1458784652548077,-50.54974217813608
-0.45226193597540937,-1.3065853105329028,-0.9738602464690079,-0.3377203781433071,-0.9265302105138453,-10.115489536036609
1.7462469035219592,-0.8282467318334298,-0.5515882574672425,1.202499732367652,-0.8460251883092971,77.42662540458922
0.46701394888411263,-1.2163396977670768,1.8901633449122988,0.9006335776491629,-1.6661317443528179,50.594322164219804
-1.2059786122787548,0.8476155363399276,-1.3332266306788012,0.6876980625168826,0.06331494752215623,21.03759925805267
-0.2860378952894708,-1.1670272084372968,0.6033240607074688,0.7490278213197177,-2.1632735096227114,36.707316895394214
-0.2313266914304896,0.5216581402984215,1.1379461681605694,1.8400316223511652,2.8489325694067196,73.75824449634983
-1.1395623808811484,-0.6068579459669659,-2.6815677199065737,1.2222764667836081,2.4858933888776362,53.39094417684876
1.345198850476446,-0.4278114248442144,-1.5204726469867862,-0.7588659612314821,-1.7277287976304414,-1.800943813136641
-0.08554731625677374,3.3655779035231768,1.4284902830126167,0.15359861795172294,-0.11347586085250173,14.019207911425983
0.36017727181040055,0.11482466312844009,-0.34539892747965345,-1.3277201830241807,0.18632746254931093,-32.57675179591652
-0.014140521205846815,-1.6844091065664508,0.8941635681400657,-0.2791272828262287,-0.024183403444431845,-11.287242509685903
1.9245877320626714,-0.16807498353120207,0.7278532368780081,-0.6941797179819142,-0.2607419628312056,3.4986402394153533
-0.4250103643316437,-0.6158092090145829,-1.038554278811418,-0.4422210850015229,1.2599260584916185,-12.502067551023057
-0.5012038653610151,0.5027594120952111,-2.090344536737307,0.5915243559374443,-0.4095353394737736,18.447368772698937
-0.13143475229951965,-0.8376842730214357,-0.1602839335118042,1.0017242618370292,1.4409503408777118,42.37592962307546
1.8375906757214808,0.1826442301387014,0.4505855036187347,-1.1321340522623324,-0.33642659716377143,-12.43246844295331
0.9742946510452571,-0.3082129407070012,-0.4729947481149221,0.2077215950298248,-0.39853842260620836,25.71102779078608
0.7983030661948836,-0.9752383421114622,0.24231061396438974,-0.3904212527449448,1.7717238257188048,1.846187186957136
